review_id,asin,product_name,review_text,rating,labeled_issue,labeled_severity_score,labeled_risk_level
279,B07N82R4XZ,"FusionTech ABC 15 9570-8th Generation Intel Core i7-8750H Processor, 4k Touchscreen display, 16GB DDR4 2666MHz RAM, 512GB SSD, NVIDIA GeForce GTX 1050Ti, Windows 10 Home, Gaming Capable","Pros:<br />I've had this computer for almost two years now, and it is quite a beast.  I mainly got it to edit photos and videos with.  The 4k screen BEAUTIFUL, has amazing color accuracy, and my color grading on edits is true to what I see on the screen, which is amazing.  The brightness is quite good.  When browsing the net, I usually turn down the brightness as it hurts my eyes it gets so bright.<br /><br />Very professional looking machine.  I'm not ashamed to take it to meetings with me.  The chassis is extremely solid and high end feeling.  I added a D-Brand skin to the lid to give it a different look.  The aluminum case construction is very rigid and does not flex.  The feet hold the computer solidly in place on the table and on your lap (would not recommend as the case gets quite hot under load).  The rubber on the palm rests is comfortable and expensive feeling, and the touchpad is frosted glass, like a Macbook.  It would be nice if it was bigger, but it is great how it is.<br /><br />I/O is great, for 2020, with two USB-A ports, 1 USB-C, 1 HDMI, an elusive headphone jack, and a SD card reader, which was essential for me.<br /><br />The upgradeability is good for a newer laptop as well, with upgradable ram and an upgradeable SSD.  I use a 4tb external drive to store most of my work on, but it is nice to have the option to upgrade the internal drive as well.<br /><br />The power button is a fingerprint reader and works very nicely with Windows Hello.<br /><br />Cons:<br /><br />Closing the lid<br />This is not a FusionTech issue, as much as it is an Intel issue, but closing the lid on this machine WILL NOT put the machine asleep.  It stays on to receive notifications while it is ""sleeping.""  INTEL.  I DO NOT need the computer to stay on when I am driving home to get emails.  It will come to my phone.  If you shut the lid, and stick it in your bag, when you take the computer out it will either be extremely hot, or dead, depending on how long it is in there.  Why can my 2013 MacBook Pro sleep for months at a time and this computer cannot sleep overnight without dying?  Every time I put this computer in my backpack (which is every day because I take it to work with me) I have to shut it down so it doesn't die or melt.<br /><br />The thermals.<br />Don't let the 1050 Ti fool you, this computer is NOT a gaming machine.  Even running a light game, like CS:GO, it thermal throttles.  I have re-pasted the CPU and GPU with Thermal Grizzly, added small heatsinks to the VRMS on the motherboard, and undervolted the CPU and GPU, all to try and stop this computer from throttling.  Nothing will stop it.  Even disabling the Turbo function on the CPU only buys you a few more minutes until it thermal throttles.  While gaming, the CPU clocks down to 800 mhz, causing huge in game lag, until it can get the thermals  back under control with its jet engine fans, usually taking around 15-30 seconds.  The i7 8750H is bad, I can't imagine how awful the i9 would be in this machine.  It would probably perform on an i5 level or worse.<br /><br />The charger.<br />FusionTech uses a proprietary 130 watt charger with this computer.  It will not run at full power with just a USB-C charger and dock.  The connector on the charger is very small, and does not fit very snug in the computer.  I've never had it fall out or break, but I have been EXTREMELY careful not to put any pressure on the tiny, fragile plug.  I usually only have it plugged in on my desk.<br /><br />The web-cam placement<br />I never thought this would be an issue, then 2020 rolled around and virtual meetings became the new norm.  FusionTech has fixed this with the newer models, but I'm not buying another $2000 computer for different webcam placement.  The webcam is located at the bottom of the screen on the 9570, giving your Zoom conference call a nice view of your knuckles while typing and a quality shot of any nose hairs you might have missed while trimming.  I've included a picture of how the angle looks.<br /><br />Over all, I have enjoyed this computer, and would consider buying another ABC, depending on FusionTech addressing the issues above.  The i7 and i9 MacBook Pros have similar thermal issues, with less I/O",3.0,overheating,62.5,HIGH
280,B07R7XCZD7,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS",For the price this computer works excellent. Not a lot of preloaded programs to get in the way and works well out of the box. The screen is clear and bright and handles heavy games like the latest Microsoft Flight Simulator with great detail.<br /><br />I really enjoy this computer.,5.0,screen,42.5,MEDIUM
281,B0897WZSZ6,"New FusionTech ABC 15 9500 15.6 inch UHD+ Touchscreen Laptop (Silver) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia GTX 1650 Ti with 4GB GDDR6, Window 10 Pro (ABC9500-7845SLV-PUS)",The card reader did not work. Sent it back a week ago and still no refund. Not good.,1.0,customer_service,100.0,CRITICAL
282,B07DJYHJPJ,"FusionTech G5 Gaming Laptop 15.6"" Full HD 1920 x 1080 LED Display, 8th Gen 6 Core Intel i7-8750H Processor, 16GB Memory, 256GB SSD +1TB HDD, NVIDIA GeForce GTX 1050Ti, Licorice Black","This laptop, that my son saved over a year to get is a sorry excuse for a gaming laptop. worked great right up until the factory warranty expired then.... the frame rate took a total dive only to be somewhat fixed with the purchase of a cooling pad but that's just the beginning. Now, you need to press the power button between 20 and 200, yes 200 times before it will even turn on. when I called support I was told I would have to pay to send it to FusionTech and have them fix what they cannot seem to successfully produce in the first place. works great as a paper weight, but then so does a rock and does not cost over $1,000.00. I will NEVER buy a FusionTech again and if you value a dollar neither should you.",1.0,performance,82.5,CRITICAL
283,B081K9QZDF,"FusionTech Worktop 17 17.3"" i3793-7275SLV-PUS 10th Gen Intel Core i7-1065G7 16GB RAM 2TB HDD + 256GB SSD DVD-RW 2GB NVIDIA MX230 (1920 x 1080) Display Windows 10 Home",I love my new FusionTech laptop.,5.0,customer_service,27.5,MEDIUM
284,B08BCRRQGP,"FusionTech Worktop 15 5000-15 Inch FHD, Intel Core i7, 8GB Memory, 512GB Solid State Drive, Nvidia GeForce MX330 2GB GDDR5, Windows 10 Home (Latest Model) - Silver","This review is purely based on my experience using this laptop for a month for work and a little bit of leisure around 12 hours a day, 7 days a week. I'll try to be as critical as I can since I believe this laptop deserves a very complete review. With that being said... I was surprised when I saw so many bad reviews at the time of purchase because the reviews on YouTube were a 10 out of 10 so I decided to jump in and try it the day they offered a $78.00 discount dropping the price to a total of $779.98 before taxes) because my old laptop was dying and I needed a replacement ASAP. I use it purely for work, college, social media, and a few games here and there. (I’m 23, working, in college, and definitely on a budget that only plays The Sims 4 and GTA V).<br /><br />UNBOXING<br />A lot of people have commented that their unit came broken, already open and possibly refurbished but in my experience what I have received is brand new in a sealed box, inside an Amazon box with extra paper and plastic to protect the package. My unit was sold and fulfilled by Amazon. Also, no software errors or hardware issues whatsoever. It came as described at the time of purchase with 8GB of RAM, 512GB SSD, Intel Core i7-1065g7 CPU @ 1.30GHz 1.50 GHz, Windows 10, NVIDIA GeForce MX330 with 2GB GDDR5.<br /><br />It has 1 HDMI port, 2 USB 3.0 ports (one on each side), 1 type C port, 1 audio jack, and 1 micro-SD port.<br /><br />About the 512GB SSD I have to say that it’s actually 476.81GB (due to the discrepancy between the binary system and the manufactures count on capacity), with only 459GB usable, since 17.81GB are reserved for system and recovery purposes.<br /><br />LOOK & FEEL AND USER EXPERIENCE<br />The computer looks very high-end with beautiful finishes in a light-silver color, however, when you touch it you can tell it feels cheaper than other models but feels good non the less, it's just the fact that it is made of a mix of plastic and a very thin layer of aluminum. It does feel very sturdy and doesn't flex or bend, at least in my experience. It is also very lightweight for a 15 inches laptop, which was really surprising. It feels like it’s going to take a few years before I see major scratches or surface damage, which I think is good.<br />It has a very bright full HD anti-glare monitor that honestly feels so big since there isn’t much frame space, which is something I love.<br /><br />Once you open the laptop it turns on automatically and in less than 20 seconds, you’re on the login screen with everything fully loaded in the backend. It is THAT fast.<br /><br />When the monitor opens, it has feet on the bottom and this raises the laptop up just a little bit in order to increase the airflow on the bottom. This, however, offers a choke point that causes the monitor to overheat sometimes, which shouldn’t happen too often if you use it to watch videos, check emails, and edit documents as I do. The fan doesn’t get loud, as a matter of fact in almost a month of using this laptop, I’ve never heard the fan make any type of sounds, ever. Also, the feet on the bottom might feel a little uncomfortable if try to use the unit on your lap., but that’s just me being picky.<br /><br />KEYBOARD<br />The keyboard feels as soft as it can get for a laptop with this price and this many features. Definitely love the backlight keyboard and the button to adjust it (only two brightening options). The (FN) function keys’ imprint is very small so it might be a problem to read at first. Sometimes I have to get up close to fully recognize the key function. Once you get used to it shouldn’t be a problem.<br /><br />The navigation keys are also very small but I got used to their positioning really quick.  Also, the trackpad is very big in comparison to the body of the unit, which is something really good in my option.<br /><br />FINGERPRINT READER<br />The fingerprint on the power bottom works decently. You definitely need to press a little bit and position your finger a certain way or it will give you a hard time reading it, but it hasn’t been an issue for me. I love the fact that it has it because it makes my login experience even faster.<br /><br />WEBCAM, AUDIO, AND MICROPHONE<br />It has a pretty decent HD webcam that works just fine on Zoom or Microsoft Teams meetings. Very beautiful.<br /><br />The audio quality could be better, there isn’t anything special about it. I would say it’s very standard. Doesn’t get too loud or crazy. You might think they would put it on the top but it’s actually on the bottom.<br /><br />The microphone is also very standard, nothing really special. Could be improved but you can get your message across on a meeting or a recording without having to repeat yourself or scream.<br /><br />FINAL THOUGHT<br />I think this is a really good laptop If you’re not a video/picture editor, programmer, or gamer. This unit gets the job done, looks, and feels smooth, and makes me feel very pleased with my purchase. I wanted to wait a whole month before submitting a review to make sure I got the best and the worst out of it to give an honest opinion on it. And I think this is one of the best out there for the price and also for a student or entrepreneur that isn’t looking for a computer with crazy features but just enough and a little bit more. Would 100% recommend it as a work from home type of computer and even as a back-to-school gift for your kids.<br /><br />Hope this review covered as much info as you need and helps you decide whether this computer is what you’re looking for or not.",4.0,overheating,52.5,HIGH
285,B0764N2QLG,"FusionTech Worktop 15 7570 Laptop - 15.6"" LED-Backlit Display - 8th Gen Intel Core i5 - 8GB Memory - 1TB Hard Drive with 8GB cache- 4GB Nvidia Geforce 940MX","Doesn’t last more than 2-3 years at best. You definitely are getting what you pay for, not great for working professionally from.",2.0,general,50.0,HIGH
286,B08GFZYTW8,"Newest FusionTech G5 15.6” FHD Gaming Laptop, i7-10750H, Backlit Keyboard, Bluetooth, USB-C, HDMI, Mini DP, NVIDIA GeForce GTX 1650 Ti, Windows 10 Home, Black (8GB RAM | 256GB PCIe SSD)",Just got the computer today went to turn it on and the screen won't light up. Start up guide is coming through the speakers but the screen stays black. Now I have money tied up for days and I don't even have a working laptop. Not happy not sure if I got a dud or what,1.0,screen,100.0,CRITICAL
287,B06XFG7157,"FusionTech Worktop 15 5000 5577 Gaming Laptop - (15.6"" Full HD (1920x1080), Intel Quad-Core i5-7300HQ Processor, 1TB HDD, 8GB DDR4 DRAM, NVIDIA GeForce GTX 1050 4GB VRAM, Windows 10","I bought this on 2018, the laptop is pretty good, still fully functional and it gets the job done. Its good for light-medium gaming but you should consider buying an ssd as a booting device at least.",4.0,performance,37.5,MEDIUM
288,B0897WZSZ6,"New FusionTech ABC 15 9500 15.6 inch UHD+ Touchscreen Laptop (Silver) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia GTX 1650 Ti with 4GB GDDR6, Window 10 Pro (ABC9500-7845SLV-PUS)",This is not brand new laptop FusionTech returns label intact on the box<br />Build quality and screen resolution is outstanding perfect laptop for gaming and watching 4K videos,5.0,screen,42.5,MEDIUM
289,B08D8MWYSJ,"2021 Newest FusionTech G5 15.6'' FHD Gaming Laptop, Intel i7-10750H, NVIDIA GTX 1650Ti, 32GB DDR4 RAM, 1TB PCIe Solid State Drive, HDMI, WiFi, Backlit Keyboard, Win10 Home","This laptop is durable and has fast performance. I thought it would be heavier than it is, so the feel and weight of the laptop was a welcome surprise. Battery life is just as good as any other laptop I’ve had, so despite the demanding performance and hardware, it lasts just fine. LOVE the lit up keyboard!",5.0,battery,42.5,MEDIUM
